,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,R2 Accuracy,,,,,,,,,,,,,,,,,,,,,,R2 Accuracy,,,,,,,MSE Results,,,,,,,,,,,,,,,,,,,,,MSE Results,,,,,,,,RMSE Results,,,,,,,,,,,,,,,,,,,,,,RMSE Results,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Model (3 Years),Training City,Testing City,R2 Mean,STDev,Testing City,R2 Mean,STDev,Testing City,R2 Mean,STDev,Testing City,R2 Mean,STDev,Testing City,R2 Mean,STDev,Avg of Means,Avg of STDev,,Training City,Same-City Testing [R2],Same-City Score,Testing on all Cities [R2],Same-City Score,,,,,Model (3 Years),Training City,Testing City,MSE Mean,STDev,Testing City,MSE Mean,STDev,Testing City,MSE Mean,STDev,Testing City,MSE Mean,STDev,Testing City,MSE Mean,STDev,Avg of Means,Avg of STDev,,Training City,Same-City Testing [MSE],Same-City Score,Testing on all Cities [MSE],Same-City Score,,,,,Model (Regression),Training City,Testing City,Mean,STDev,Testing City,Mean,STDev,Testing City,Mean,STDev,Testing City,Mean,STDev,Testing City,Mean,STDev,Avg of Means,Avg of STDev,,Training City,Same-City Testing [RMSE],Same-City Score,Testing on all Cities [RMSE],Same-City Score,,
,,Ridge,"Davis, CA","Amherst, MA",-2.130089746,0.101605743,"Davis, CA",0.951532218,0.00078902,"Huron, CA",-62.03568619,1.984717768,"Santa Barbara, CA",-56.74201962,0.978339234,"La Jolla, CA",-87.81578534,2.293238334,-41.55440974,1.07173802,,"Santa Barbara, CA",Random Forest,0.842497,Elastic Net,0.691191,,,,,Ridge,"Davis, CA","Amherst, MA",0.097304,0.004790,"Davis, CA",0.0035211,0.0001356,"Huron, CA",0.2441201,0.0030274,"Santa Barbara, CA",0.28598224,0.00402289,"La Jolla, CA",0.3196398,0.0058266,0.190113443,0.003560554,,"Santa Barbara, CA",Random Forest,0.008715,LSTM,0.371634,,,,,Ridge,"Davis, CA","Amherst, MA",0.31187267,0.00769563,"Davis, CA",0.05933141,0.00114097,"Huron, CA",0.4940788,0.0030582,"Santa Barbara, CA",0.5347642,0.0037671,"La Jolla, CA",0.5653512,0.0051573,0.393079668,0.004163852,,"Santa Barbara, CA",Random Forest,0.093342,GRU,#REF!,,
,,Linear SGD Regressor,"Davis, CA","Amherst, MA",0.649930842,0.010809093,"Davis, CA",0.929374702,0.00132707,"Huron, CA",0.852198726,0.003823162,"Santa Barbara, CA",0.536667572,0.00532502,"La Jolla, CA",0.651065092,0.025280154,0.723847387,0.0093129,,"Santa Barbara, CA",Kernel Ridge,0.826094,Ensemble Bagging,0.685700,,,,,Linear SGD Regressor,"Davis, CA","Amherst, MA",0.131002,0.016803,"Davis, CA",0.0042559,0.0002115,"Huron, CA",0.2571805,0.0044256,"Santa Barbara, CA",0.23707040,0.00288887,"La Jolla, CA",0.2268977,0.0045829,0.171281293,0.005782386,,"Santa Barbara, CA",Kernel Ridge,0.009133,Linear Regression,0.660418,,,,,Linear SGD Regressor,"Davis, CA","Amherst, MA",0.36142565,0.02366721,"Davis, CA",0.06522404,0.00162159,"Huron, CA",0.5071172,0.0043581,"Santa Barbara, CA",0.4868927,0.0029669,"La Jolla, CA",0.4763217,0.0048072,0.379396250,0.007484183,,"Santa Barbara, CA",Kernel Ridge,0.095554,Random Forest,0.504005,,
,,Partial Least Squares,"Davis, CA","Amherst, MA",-3.946939365,0.404697592,"Davis, CA",0.951354028,0.000798531,"Huron, CA",-59.44132235,1.836879852,"Santa Barbara, CA",-60.46514437,0.869090509,"La Jolla, CA",-100.2359746,2.782609172,-44.62760533,1.178815131,,"Santa Barbara, CA",GRU,0.815155,Nearest Neighbors,0.684999,,,,,Partial Least Squares,"Davis, CA","Amherst, MA",0.129363,0.009262,"Davis, CA",0.0035340,0.0001435,"Huron, CA",0.2387637,0.0032433,"Santa Barbara, CA",0.29502541,0.00405192,"La Jolla, CA",0.3403804,0.0069996,0.201413299,0.004740062,,"Santa Barbara, CA",MLP NN,0.010376,Partial Least Squares,0.660424,,,,,Partial Least Squares,"Davis, CA","Amherst, MA",0.35951935,0.01277725,"Davis, CA",0.05943935,0.00120441,"Huron, CA",0.4886270,0.0033126,"Santa Barbara, CA",0.5431539,0.0037367,"La Jolla, CA",0.5834007,0.0059958,0.406828063,0.005405356,,"Santa Barbara, CA",MLP,0.101864,Nearest Neighbors,0.505611,,
,,Kernel Ridge,"Davis, CA","Amherst, MA",0.661288881,0.006185747,"Davis, CA",0.968094701,0.000791506,"Huron, CA",0.884983652,0.011673887,"Santa Barbara, CA",0.54952176,0.005506853,"La Jolla, CA",0.676738264,0.018621745,0.748125452,0.008555947,,"Santa Barbara, CA", MLP NN,0.796264,NuSVR,0.675440,,,,,Kernel Ridge,"Davis, CA","Amherst, MA",493.857311,38.835064,"Davis, CA",0.0021015,0.0001812,"Huron, CA",0.2797282,0.0071142,"Santa Barbara, CA",0.21831925,0.00556721,"La Jolla, CA",0.2035151,0.0177654,98.912195041,7.773138299,,"Santa Barbara, CA",NuSVR,0.011661,Nearest Neighbors,0.615959,,,,,Kernel Ridge,"Davis, CA","Amherst, MA",22.21116703,0.88433909,"Davis, CA",0.04581399,0.00195985,"Huron, CA",0.5288648,0.0067300,"Santa Barbara, CA",0.4672209,0.0059796,"La Jolla, CA",0.4508448,0.0195221,4.740782321,0.183706126,,"Santa Barbara, CA",NuSVR,0.107973,Ensemble Bagging,0.509712,,
,,Random Forest,"Davis, CA","Amherst, MA",-2.285692726,0.08851581,"Davis, CA",0.958763647,0.000717607,"Huron, CA",-66.42570068,2.190662577,"Santa Barbara, CA",-57.21730578,1.026437003,"La Jolla, CA",-80.910208,2.778261095,-41.17602871,1.216918818,,"La Jolla, CA",Ensemble Bagging,0.871669,GRU,0.820216,,,,,Random Forest,"Davis, CA","Amherst, MA",0.085852,0.002136,"Davis, CA",0.0029620,0.0001413,"Huron, CA",0.2659804,0.0037059,"Santa Barbara, CA",0.27881253,0.00248706,"La Jolla, CA",0.2756398,0.0012246,0.181849413,0.001938883,,"La Jolla, CA",Kernel Ridge,0.005529,GRU,0.394314,,,,,Random Forest,"Davis, CA","Amherst, MA",0.29299072,0.00363265,"Davis, CA",0.05441380,0.00128958,"Huron, CA",0.5157246,0.0035895,"Santa Barbara, CA",0.5280235,0.0023533,"La Jolla, CA",0.5250132,0.0011658,0.383233165,0.002406166,,"La Jolla, CA",Kernel Ridge,0.074351,GRU,#REF!,,
,,Decision Tree,"Davis, CA","Amherst, MA",-2.317420851,0.07604322,"Davis, CA",0.951585127,0.001311136,"Huron, CA",-66.76763083,1.916546163,"Santa Barbara, CA",-57.38807561,1.112045669,"La Jolla, CA",-80.75229313,2.565779557,-41.25476706,1.134345149,,"La Jolla, CA",Kernel Ridge,0.870437,Ensemble Bagging,0.723362,,,,,Decision Tree,"Davis, CA","Amherst, MA",0.085857,0.001282,"Davis, CA",0.0034468,0.0001323,"Huron, CA",0.2668705,0.0036876,"Santa Barbara, CA",0.27885532,0.00205446,"La Jolla, CA",0.2748240,0.0009170,0.181970647,0.001614638,,"La Jolla, CA",Ensemble Bagging,0.005666,LSTM,0.422095,,,,,Decision Tree,"Davis, CA","Amherst, MA",0.29300746,0.00218618,"Davis, CA",0.05870235,0.00112289,"Huron, CA",0.5165869,0.0035622,"Santa Barbara, CA",0.5280651,0.0019445,"La Jolla, CA",0.5242361,0.0008747,0.384119604,0.001938099,,"La Jolla, CA",Ensemble Bagging,0.075268,LSTM,#REF!,,
,,SVR,"Davis, CA","Amherst, MA",0.629356943,0.012179524,"Davis, CA",0.943278332,0.001798368,"Huron, CA",0.860315444,0.009371234,"Santa Barbara, CA",0.52711781,0.017632686,"La Jolla, CA",0.657158063,0.009460884,0.723445318,0.010088539,,"La Jolla, CA",Random Forest,0.863120,Elastic Net,0.707779,,,,,SVR,"Davis, CA","Amherst, MA",0.067951,0.001615,"Davis, CA",0.0040774,0.0002013,"Huron, CA",0.2005251,0.0012965,"Santa Barbara, CA",0.16241919,0.00201458,"La Jolla, CA",0.1048764,0.0019535,0.107969734,0.001416237,,"La Jolla, CA",GRU,0.005795,Nearest Neighbors,0.708671,,,,,SVR,"Davis, CA","Amherst, MA",0.26066108,0.00309270,"Davis, CA",0.06384151,0.00156598,"Huron, CA",0.4477987,0.0014468,"Santa Barbara, CA",0.4030075,0.0025007,"La Jolla, CA",0.3238370,0.0030122,0.299829153,0.002323672,,"La Jolla, CA",GRU,#REF!,Ensemble Bagging,0.551663,,
,,NuSVR,"Davis, CA","Amherst, MA",0.647003404,0.009358185,"Davis, CA",0.960770932,0.000251261,"Huron, CA",0.895303074,0.009687132,"Santa Barbara, CA",0.501937443,0.004862423,"La Jolla, CA",0.677679482,0.014875731,0.736538867,0.007806946,,"La Jolla, CA",SVR,0.841832,Kernel Ridge,0.707288,,,,,NuSVR,"Davis, CA","Amherst, MA",0.079293,0.005299,"Davis, CA",0.0026665,0.0001791,"Huron, CA",0.2390478,0.0031358,"Santa Barbara, CA",0.20100606,0.00391835,"La Jolla, CA",0.1368978,0.0035125,0.131782289,0.003209004,,"La Jolla, CA",Random Forest,0.006140,Decision Tree,0.726848,,,,,NuSVR,"Davis, CA","Amherst, MA",0.28148521,0.00943204,"Davis, CA",0.04617057,0.00121076,"Huron, CA",0.4889182,0.0032009,"Santa Barbara, CA",0.4483227,0.0043779,"La Jolla, CA",0.3699767,0.0047565,0.326974678,0.004595621,,"La Jolla, CA",Random Forest,0.078357,Random Forest,0.544993,,
,,MLP NN,"Davis, CA","Amherst, MA",0.637951452,0.017730104,"Davis, CA",0.954446482,0.00353686,"Huron, CA",0.876027414,0.00916213,"Santa Barbara, CA",0.52407655,0.005217616,"La Jolla, CA",0.668026265,0.015819643,0.732105633,0.010293271,,"La Jolla, CA",NuSVR,0.839770,Linear SGD Regressor,0.706491,,,,,MLP NN,"Davis, CA","Amherst, MA",0.365749,0.061092,"Davis, CA",0.0029479,0.0001030,"Huron, CA",0.2378084,0.0077766,"Santa Barbara, CA",0.27356186,0.01109605,"La Jolla, CA",0.2693893,0.0156749,0.229891335,0.019148396,,"La Jolla, CA",NuSVR,0.006813,Random Forest,0.731786,,,,,MLP NN,"Davis, CA","Amherst, MA",0.60342022,0.04949660,"Davis, CA",0.04976095,0.00125994,"Huron, CA",0.4876126,0.0079624,"Santa Barbara, CA",0.5229588,0.0106700,"La Jolla, CA",0.5188793,0.0151739,0.436526402,0.016912558,,"La Jolla, CA",NuSVR,0.082536,Decision Tree,0.545914,,
,,Nearest Neighbors,"Davis, CA","Amherst, MA",0.618686587,0.007025117,"Davis, CA",0.933090116,0.000258329,"Huron, CA",0.833952252,0.012202464,"Santa Barbara, CA",0.490530039,0.004674881,"La Jolla, CA",0.685201474,0.010580006,0.712292094,0.006948159,,,,,,,,,,,Nearest Neighbors,"Davis, CA","Amherst, MA",0.179082,0.005129,"Davis, CA",0.0052855,0.0002950,"Huron, CA",0.2978543,0.0019721,"Santa Barbara, CA",0.23228704,0.00161009,"La Jolla, CA",0.1282633,0.0011531,0.168554491,0.002031950,,,,,,,,,,,Nearest Neighbors,"Davis, CA","Amherst, MA",0.42315215,0.00606721,"Davis, CA",0.07268269,0.00110053,"Huron, CA",0.5457583,0.0018071,"Santa Barbara, CA",0.4819597,0.0016698,"La Jolla, CA",0.3581363,0.0016100,0.376337829,0.002450924,,,,,,,,
,,Ensemble (Bagging),"Davis, CA","Amherst, MA",0.647222787,0.011466617,"Davis, CA",0.961323113,0.001309468,"Huron, CA",0.875602022,0.011017822,"Santa Barbara, CA",0.524087701,0.006632209,"La Jolla, CA",0.667160554,0.018749557,0.735079236,0.009835135,,,,,,,,,,,Ensemble (Bagging),"Davis, CA","Amherst, MA",0.082924,0.002229,"Davis, CA",0.0027497,0.0001122,"Huron, CA",0.2641886,0.0032380,"Santa Barbara, CA",0.27556398,0.00301855,"La Jolla, CA",0.2705136,0.0019769,0.179187973,0.002114835,,,,,,,,,,,Ensemble (Bagging),"Davis, CA","Amherst, MA",0.28794811,0.00386279,"Davis, CA",0.04667166,0.00106441,"Huron, CA",0.5139864,0.0031455,"Santa Barbara, CA",0.5249366,0.0028728,"La Jolla, CA",0.5201069,0.0018994,0.378729934,0.002568995,,,,,,,,
,,Elastic Net,"Davis, CA","Amherst, MA",0.660706746,0.009839802,"Davis, CA",0.941133916,0.001572755,"Huron, CA",0.857073505,0.00974649,"Santa Barbara, CA",0.544855646,0.00499394,"La Jolla, CA",0.671978591,0.015930984,0.735149681,0.008416794,,,Scores Assigned to Determine Overall Ranking [R2],,,,,,,,Elastic Net,"Davis, CA","Amherst, MA",0.157644,0.012483,"Davis, CA",0.0043257,0.0002348,"Huron, CA",0.2703313,0.0038444,"Santa Barbara, CA",0.24425593,0.00381620,"La Jolla, CA",0.2290537,0.0035528,0.181122149,0.004786153,,,Scores Assigned to Determine Overall Ranking [MSE],,,,,,,,Elastic Net,"Davis, CA","Amherst, MA",0.39683271,0.01587372,"Davis, CA",0.06575383,0.00178176,"Huron, CA",0.5199252,0.0036911,"Santa Barbara, CA",0.4942125,0.0038646,"La Jolla, CA",0.4785859,0.0037169,0.391062018,0.005785617,,,Scores Assigned to Determine Overall Ranking [RMSE],,,,,
,,LSTM,"Davis, CA","Amherst, MA",0.009863431,0.527703915,"Davis, CA",0.876216492,0.00808051,"Huron, CA",-0.856266625,0.071089081,"Santa Barbara, CA",-0.41708491,0.064153387,"La Jolla, CA",-0.371592435,0.029120282,-0.15177281,0.0563131,,Model,Same-City Testing,Cross-City Testing,,,,,,,LSTM,"Davis, CA","Amherst, MA",0.077557,0.049902,"Davis, CA",0.0065705,0.0003243,"Huron, CA",0.1396771,0.0056541,"Santa Barbara, CA",0.11056352,0.00592744,"La Jolla, CA",0.1093886,0.0055030,0.088751352,0.013462094,,Model,Same-City Testing,Cross-City Testing,,,,,,,LSTM,"Davis, CA","Amherst, MA",#REF!,#REF!,"Davis, CA",#REF!,#REF!,"Huron, CA",#REF!,#REF!,"Santa Barbara, CA",#REF!,#REF!,"La Jolla, CA",#REF!,#REF!,#REF!,#REF!,,Model,Same-City Testing,Cross-City Testing ,,,,
,,GRU,"Davis, CA","Amherst, MA",0.92448386,0.021974394,"Davis, CA",0.92448386,0.021974394,"Huron, CA",0.923951387,0.020761559,"Santa Barbara, CA",0.92448386,0.021974394,"La Jolla, CA",0.92448386,0.021974394,0.924377365,0.021726287,,Ensemble Bagging,23,11,,,,,,,GRU,"Davis, CA","Amherst, MA",0.078668,0.008762,"Davis, CA",0.0057239,0.0001809,"Huron, CA",0.1542391,0.0089673,"Santa Barbara, CA",0.12679002,0.00997334,"La Jolla, CA",0.0893186,0.0099030,0.090947989,0.007557208,,LSTM,4,23,,,,,,,GRU,"Davis, CA","Amherst, MA",#REF!,#REF!,"Davis, CA",#REF!,#REF!,"Huron, CA",#REF!,#REF!,"Santa Barbara, CA",#REF!,#REF!,"La Jolla, CA",#REF!,#REF!,#REF!,#REF!,,LSTM,4,23,,,,
,,Linear,"Huron, CA","Amherst, MA",-0.00797978,0.030989034,"Davis, CA",-2.360378558,0.090726896,"Huron, CA",0.935772324,0.004585397,"Santa Barbara, CA",0.559472743,0.003039087,"La Jolla, CA",0.332055963,0.0511898,-0.108211462,0.036106043,,Kernel Ridge,21,10,,,,,,,Linear,"Huron, CA","Amherst, MA",0.298868,0.006188,"Davis, CA",2.7692896,0.0159249,"Huron, CA",0.0030191,0.0000841,"Santa Barbara, CA",0.02449633,0.00063257,"La Jolla, CA",0.0259664,0.0012400,0.624327802,0.004813895,,GRU,8,18,,,,,,,Linear,"Huron, CA","Amherst, MA",0.54666821,0.00566618,"Davis, CA",1.66411368,0.00478748,"Huron, CA",0.0549426,0.0007679,"Santa Barbara, CA",0.1565043,0.0020274,"La Jolla, CA",0.1611099,0.0038748,0.516667741,0.003424762,,GRU,8,18,,,,
,,Ridge,"Huron, CA","Amherst, MA",0.095102131,0.016753597,"Davis, CA",-2.37420709,0.091288057,"Huron, CA",0.935842075,0.004589455,"Santa Barbara, CA",0.58350593,0.001714844,"La Jolla, CA",0.438797905,0.040944701,-0.06419181,0.031058131,,GRU,5,25,,,,,,,Ridge,"Huron, CA","Amherst, MA",0.299487,0.006198,"Davis, CA",2.7687511,0.0159326,"Huron, CA",0.0030190,0.0000844,"Santa Barbara, CA",0.02452022,0.00063541,"La Jolla, CA",0.0261118,0.0012467,0.624377780,0.004819504,,Kernel Ridge,20,Ñ,,,,,,,Ridge,"Huron, CA","Amherst, MA",0.54723429,0.00566969,"Davis, CA",1.66395186,0.00479025,"Huron, CA",0.0549417,0.0007710,"Santa Barbara, CA",0.1565805,0.0020355,"La Jolla, CA",0.1615603,0.0038852,0.516853733,0.003430326,,Ensemble Bagging,18,4,,,,
,,Linear SGD Regressor,"Huron, CA","Amherst, MA",0.587483974,0.009745039,"Davis, CA",0.888287896,0.005353413,"Huron, CA",0.913810592,0.003861046,"Santa Barbara, CA",0.626416221,0.002106332,"La Jolla, CA",0.6738408,0.020992884,0.737967897,0.008411743,,NuSVR,7,10,,,,,,,Linear SGD Regressor,"Huron, CA","Amherst, MA",0.268765,0.002062,"Davis, CA",2.8224512,0.0154183,"Huron, CA",0.0037624,0.0000268,"Santa Barbara, CA",0.02149638,0.00079978,"La Jolla, CA",0.0213815,0.0005380,0.627571353,0.003768906,,Ensemble Bagging,18,Ñ,,,,,,,Linear SGD Regressor,"Huron, CA","Amherst, MA",0.51842325,0.00198623,"Davis, CA",1.68001106,0.00459230,"Huron, CA",0.0613378,0.0002182,"Santa Barbara, CA",0.1465994,0.0027421,"La Jolla, CA",0.1462164,0.0018456,0.510517561,0.002276881,,Kernel Ridge,20,Ñ,,,,
,,Partial Least Squares,"Huron, CA","Amherst, MA",-0.024387826,0.031214622,"Davis, CA",-2.353325489,0.087376587,"Huron, CA",0.935762365,0.004569227,"Santa Barbara, CA",0.556449657,0.006680938,"La Jolla, CA",0.318278017,0.05720126,-0.113444655,0.037408527,,Random Forest,11,Ñ,,,,,,,Partial Least Squares,"Huron, CA","Amherst, MA",0.303326,0.011263,"Davis, CA",2.7631175,0.0134941,"Huron, CA",0.0030230,0.0000849,"Santa Barbara, CA",0.02463529,0.00074293,"La Jolla, CA",0.0265420,0.0019832,0.624128774,0.005513575,,Random Forest,10,2,,,,,,,Partial Least Squares,"Huron, CA","Amherst, MA",0.55068642,0.01028148,"Davis, CA",1.66225947,0.00406138,"Huron, CA",0.0549786,0.0007748,"Santa Barbara, CA",0.1569444,0.0023657,"La Jolla, CA",0.1628400,0.0061373,0.517541794,0.004724140,,Random Forest,10,6,,,,
,,Kernel Ridge,"Huron, CA","Amherst, MA",0.605631163,0.01387449,"Davis, CA",0.916841201,0.002310528,"Huron, CA",0.96190771,0.004947096,"Santa Barbara, CA",0.668602324,0.009615738,"La Jolla, CA",0.672604996,0.015976082,0.765117479,0.009344787,,Elastic Net,Ñ,10,,,,,,,Kernel Ridge,"Huron, CA","Amherst, MA",5.383348,3.489084,"Davis, CA",2.8319791,0.0223044,"Huron, CA",0.0017630,0.0000661,"Santa Barbara, CA",0.01874240,0.00087862,"La Jolla, CA",0.0146599,0.0015455,1.650098436,0.702775775,,NuSVR,10,2,,,,,,,Kernel Ridge,"Huron, CA","Amherst, MA",2.23933239,0.74371174,"Davis, CA",1.68283980,0.00663241,"Huron, CA",0.0419838,0.0007880,"Santa Barbara, CA",0.1368779,0.0032021,"La Jolla, CA",0.1209623,0.0064853,0.844399243,0.152163915,,NuSVR,10,2,,,,
,,Random Forest,"Huron, CA","Amherst, MA",0.164001359,0.002391575,"Davis, CA",-2.46348008,0.093541921,"Huron, CA",0.950675604,0.005769948,"Santa Barbara, CA",0.655359322,0.005311882,"La Jolla, CA",0.661368063,0.018061742,-0.006415146,0.025015414,,MLP NN,3,4,,,,,,,Random Forest,"Huron, CA","Amherst, MA",0.249033,0.003527,"Davis, CA",2.8555993,0.0213127,"Huron, CA",0.0023924,0.0000915,"Santa Barbara, CA",0.01941923,0.00064730,"La Jolla, CA",0.0131650,0.0003093,0.627921875,0.005177618,,SVR,Ñ,7,,,,,,,Random Forest,"Huron, CA","Amherst, MA",0.49902418,0.00354142,"Davis, CA",1.68984400,0.00631278,"Huron, CA",0.0489061,0.0009347,"Santa Barbara, CA",0.1393399,0.0023331,"La Jolla, CA",0.1147334,0.0013456,0.498369500,0.002893508,,SVR,Ñ,7,,,,
,,Decision Tree,"Huron, CA","Amherst, MA",0.158411888,0.00419582,"Davis, CA",-2.462006431,0.090687204,"Huron, CA",0.935422211,0.003651747,"Santa Barbara, CA",0.638407642,0.002777644,"La Jolla, CA",0.65070324,0.026552692,-0.01581229,0.025573021,,Nearest Neighbors,Ñ,4,,,,,,,Decision Tree,"Huron, CA","Amherst, MA",0.249710,0.002672,"Davis, CA",2.8527852,0.0223317,"Huron, CA",0.0030408,0.0000454,"Santa Barbara, CA",0.02033182,0.00056287,"La Jolla, CA",0.0136961,0.0008371,0.627912755,0.005289809,,Elastic Net,Ñ,6,,,,,,,Decision Tree,"Huron, CA","Amherst, MA",0.49970505,0.00267380,"Davis, CA",1.68901037,0.00661833,"Huron, CA",0.0551420,0.0004127,"Santa Barbara, CA",0.1425805,0.0019808,"La Jolla, CA",0.1169944,0.0035463,0.500686470,0.003046396,,MLP,5,Ñ,,,,
,,SVR,"Huron, CA","Amherst, MA",0.577598044,0.037518703,"Davis, CA",0.895876384,0.005217369,"Huron, CA",0.923528158,0.007238989,"Santa Barbara, CA",0.625207856,0.010351761,"La Jolla, CA",0.621147916,0.019352824,0.728671671,0.015935929,,SVR,4,Ñ,,,,,,,SVR,"Huron, CA","Amherst, MA",0.377904,0.004371,"Davis, CA",2.9404632,0.0205660,"Huron, CA",0.0033221,0.0000657,"Santa Barbara, CA",0.02486793,0.00059907,"La Jolla, CA",0.0365172,0.0008043,0.676614956,0.005281252,,Nearest Neighbors,Ñ,5,,,,,,,SVR,"Huron, CA","Amherst, MA",0.61473238,0.00355905,"Davis, CA",1.71477088,0.00600280,"Huron, CA",0.0576356,0.0005695,"Santa Barbara, CA",0.1576881,0.0018956,"La Jolla, CA",0.1910870,0.0021082,0.547182803,0.002827029,,Elastic Net,Ñ,5,,,,
,,NuSVR,"Huron, CA","Amherst, MA",0.596967311,0.018293612,"Davis, CA",0.91394069,0.003954132,"Huron, CA",0.952966147,0.006047971,"Santa Barbara, CA",0.639405007,0.001803669,"La Jolla, CA",0.687135072,0.019345175,0.758082845,0.009888912,,LSTM,1,Ñ,,,,,,,NuSVR,"Huron, CA","Amherst, MA",0.330380,0.005286,"Davis, CA",2.8703039,0.0219778,"Huron, CA",0.0021327,0.0001120,"Santa Barbara, CA",0.01935122,0.00041310,"La Jolla, CA",0.0201029,0.0005396,0.648454074,0.005665797,,MLP NN,5,Ñ,,,,,,,NuSVR,"Huron, CA","Amherst, MA",0.57477439,0.00459303,"Davis, CA",1.69418882,0.00649300,"Huron, CA",0.0461706,0.0012108,"Santa Barbara, CA",0.1391034,0.0014851,"La Jolla, CA",0.1417763,0.0018973,0.519202694,0.003135836,,Decision Tree,Ñ,4,,,,
,,MLP NN,"Huron, CA","Amherst, MA",0.562659391,0.004130357,"Davis, CA",0.917328148,0.003124419,"Huron, CA",0.94686469,0.003531863,"Santa Barbara, CA",0.627444134,0.000762482,"La Jolla, CA",0.6724752,0.01184917,0.745354313,0.004679658,,Linear SGD Regressor,Ñ,1,,,,,,,MLP NN,"Huron, CA","Amherst, MA",0.370979,0.014083,"Davis, CA",2.8103256,0.0386095,"Huron, CA",0.0024772,0.0001245,"Santa Barbara, CA",0.02181059,0.00014028,"La Jolla, CA",0.0142766,0.0010252,0.643973829,0.010796552,,Partial Least Squares,Ñ,4,,,,,,,MLP NN,"Huron, CA","Amherst, MA",0.60900735,0.01156171,"Davis, CA",1.67637622,0.01151719,"Huron, CA",0.0497610,0.0012599,"Santa Barbara, CA",0.1476836,0.0004745,"La Jolla, CA",0.1194341,0.0042631,0.520452443,0.005815282,,Nearest Neighbors,Ñ,3,,,,
,,Nearest Neighbors,"Huron, CA","Amherst, MA",0.580014553,0.009610533,"Davis, CA",0.868819721,0.003631451,"Huron, CA",0.890671659,0.006503466,"Santa Barbara, CA",0.594949803,0.001650899,"La Jolla, CA",0.728298913,0.013609726,0.73255093,0.007001215,,,,,,,,,,,Nearest Neighbors,"Huron, CA","Amherst, MA",0.293259,0.003636,"Davis, CA",2.8662104,0.0220461,"Huron, CA",0.0067545,0.0001001,"Santa Barbara, CA",0.02136873,0.00068715,"La Jolla, CA",0.0128089,0.0001299,0.640080232,0.005319783,,Linear Regression,Ñ,4,,,,,,,Nearest Neighbors,"Huron, CA","Amherst, MA",0.54152664,0.00336086,"Davis, CA",1.69298024,0.00651806,"Huron, CA",0.0821844,0.0006074,"Santa Barbara, CA",0.1461678,0.0023552,"La Jolla, CA",0.1131752,0.0005736,0.515206873,0.002683025,,Linear SGD Regressor,Ñ,3,,,,
,,Ensemble (Bagging),"Huron, CA","Amherst, MA",0.629889286,0.00986579,"Davis, CA",0.904585725,0.003724655,"Huron, CA",0.95407487,0.004787531,"Santa Barbara, CA",0.674408311,0.006777955,"La Jolla, CA",0.656543548,0.044059617,0.763900348,0.01384311,,"* Although GRU is ranked as the third best model above, Kernel Ridge had poor cross-city projections",,,,,,,,,Ensemble (Bagging),"Huron, CA","Amherst, MA",0.254888,0.002296,"Davis, CA",2.8703801,0.0218311,"Huron, CA",0.0021791,0.0001025,"Santa Barbara, CA",0.01850505,0.00062406,"La Jolla, CA",0.0131411,0.0002614,0.631818616,0.005022941,,Decision Tree,Ñ,2,,,,,,,Ensemble (Bagging),"Huron, CA","Amherst, MA",0.50486067,0.00227654,"Davis, CA",1.69421143,0.00644993,"Huron, CA",0.0466717,0.0011005,"Santa Barbara, CA",0.1360203,0.0022982,"La Jolla, CA",0.1146309,0.0011368,0.499279004,0.002652407,,,,,,,,
,,Elastic Net,"Huron, CA","Amherst, MA",0.594172315,0.008632031,"Davis, CA",0.89685415,0.001613632,"Huron, CA",0.916298201,0.003001005,"Santa Barbara, CA",0.624331967,0.002307046,"La Jolla, CA",0.684774214,0.02159965,0.743286169,0.007430673,,"** Therefore, GRU is second best performing model",,,,,,,,,Elastic Net,"Huron, CA","Amherst, MA",0.268027,0.001045,"Davis, CA",2.7832330,0.0177517,"Huron, CA",0.0037965,0.0000438,"Santa Barbara, CA",0.02200545,0.00071385,"La Jolla, CA",0.0241711,0.0007612,0.620246694,0.004063140,,Linear SGD Regressor,Ñ,2,,,,,,,Elastic Net,"Huron, CA","Amherst, MA",0.51771293,0.00100970,"Davis, CA",1.66829677,0.00532469,"Huron, CA",0.0616152,0.0003552,"Santa Barbara, CA",0.1483292,0.0024168,"La Jolla, CA",0.1554577,0.0024562,0.510282368,0.002312516,,,,,,,,
